file,row_index,correct_answer,rationale
1051_Harry_Potter_and_the_goblet_of_fire/segment_0026.mp4,28,C,"In the target scene, a black hat is shown lying on the ground among leaves and twigs. This hat is the same one worn by the man who was talking to the boy earlier in the forest and who was first seen wearing it while walking away from the lake in the context."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0023.mp4,29,B,"In the underwater sequence of the target scene, the boy is shown with visible slits (gills) on the sides of his neck and translucent skin (webbing) stretching between his fingers as he examines his hands."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0013.mp4,30,C,"In the target scene, the man sits down on a bench and is shown pulling a metallic, mechanical prosthetic off of his lower left leg. The context identifies this man as the person who used a wand to turn a student into a small white ferret earlier in the video."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0022.mp4,31,B,"In the target scene, the boy from the bridge is shown sitting in a large pool of water, and a large, carved golden egg is clearly visible resting on the marble ledge beside him."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0008.mp4,32,B,"In the target scene, the two characters on the floor are shown with long white hair and beards (01:30–01:33), which is the physical consequence of the aging potion mishap shown during the context portion of the clip."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0035.mp4,33,C,"Near the end of the video, the chest is shown automatically opening its lid multiple times, with each layer revealing a new, smaller compartment that goes deeper and deeper."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0001.mp4,34,B,"The target scene shows the man with the walking stick and two other men performing a walking motion while suspended in the air during their descent, while the rest of the group is shown having already fallen onto the grass."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0016.mp4,35,C,"In the target scene, the dragon crashes into the bridge's support structure, and a subsequent aerial shot shows that a large part of the bridge is missing where the collision occurred."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0034.mp4,36,B,"In the target scene, the person in the red shirt is shown lying on the grass and holding the motionless person in the yellow and black shirt closely. He remains clinging to him even as the man with the long white beard attempts to pull him away."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0017.mp4,37,B,"In the target scene, as the student stands up to participate in the dance lesson, the boy sitting next to him is clearly shown with his left arm supported by a white medical sling. This sling was also visible earlier while he was eating in the large hall."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0005.mp4,38,B,"In the target scene, the students in dark uniforms are shown striking their wooden poles (staffs) against the stone floor, which causes bright orange sparks to be produced at the point of contact."
3015_CHARLIE_ST_CLOUD/segment_0010.mp4,39,B,"When the man approaches the wooden building and removes the yellow note from the door, a red drawing of a sailboat is clearly visible on one side of the paper."
3015_CHARLIE_ST_CLOUD/segment_0009.mp4,40,B,"After the woman leaves the room, the man is shown picking up a glass jar containing a lit candle from a table and carrying it with him as he searches for her in the dark outdoor area."
3015_CHARLIE_ST_CLOUD/segment_0012.mp4,41,B,"In the target scene, the man walks through a field filled with various tombstones and stone crosses, eventually kneeling near the woman who is sitting on the grass beside a grave."
3015_CHARLIE_ST_CLOUD/segment_0003.mp4,42,B,"As the man walks through the graveyard and into the woods, he is clearly seen holding the black baseball glove in his left hand and hitting the palm of it with his right fist multiple times."
3015_CHARLIE_ST_CLOUD/segment_0014.mp4,43,C,"In the target scene, the man is seen sitting on the boat with the silver chain and pendant clearly visible and being worn around his neck."
3015_CHARLIE_ST_CLOUD/segment_0002.mp4,44,B,"In the forest, a white baseball is shown rolling across the ground until it comes to a stop next to a red baseball glove."
3015_CHARLIE_ST_CLOUD/segment_0008.mp4,45,B,"In the target scene, as the woman approaches the wall, a yellow paper on a clipboard is clearly visible hanging next to the maps. This is the same ""Moon Phase & Tide Chart"" that the man was shown examining earlier in the cabin before he went out to the beach."
3015_CHARLIE_ST_CLOUD/segment_0011.mp4,46,C,"When the woman enters the room in the house, a yellow dog is shown lying on a rug in the foreground chewing on a blue rope toy."
3015_CHARLIE_ST_CLOUD/segment_0017.mp4,47,C,"In the target scene's close-ups of the man on the boat, his face is clear and shows no signs of the dark bruise or the white medical strips that were previously visible."
3034_IDES_OF_MARCH/segment_0015.mp4,48,B,"In the target scene, the man walks past the first SUV to the vehicle parked directly behind it, opens the rear passenger door, and climbs inside."
3034_IDES_OF_MARCH/segment_0018.mp4,49,C,"In the target scene, a close-up of the blonde woman in the striped sweater shows her looking intently toward the man, identifying her as the technician who was earlier shown helping him with his microphone and clothing. She is observing him from a short distance as he sits in position for the cameras."
3034_IDES_OF_MARCH/segment_0010.mp4,50,B,"In the target scene, the woman is clearly visible sitting in a waiting room chair, holding a small white paper bag with both hands resting on her lap."
3034_IDES_OF_MARCH/segment_0009.mp4,51,C,"In the target scene, the man who was previously at the clinic with the woman is seen standing in the doorway of a hotel room with both hands resting on his hips. While other men in the room are shown sitting at a table or drinking water, he remains in this specific standing posture."
3034_IDES_OF_MARCH/segment_0006.mp4,52,C,"In the final part of the video, the man is walking down a city street wearing a dark overcoat and a necktie with visible diagonal stripes."
3034_IDES_OF_MARCH/segment_0012.mp4,53,B,"In the car, the man is shown picking up the black mobile phone and using his thumb to navigate through the grid of menu icons on the device's display."
3034_IDES_OF_MARCH/segment_0003.mp4,54,B,"In the target scene, after the woman completes the knot on the man's tie and they finish their brief conversation, she leans in and they share a kiss before she moves away."
3034_IDES_OF_MARCH/segment_0014.mp4,55,,"**
The target scene shows a man in a suit waiting in a dark kitchen, and as he steps into the light, he is revealed to be the same individual who was previously seen standing beside the speaker at the podium during the press conference."
3034_IDES_OF_MARCH/segment_0002.mp4,56,B,"In the target scene, the man whose face was seen on the ""BELIEVE"" and ""VOTE MORRIS"" posters in the office is sitting in a chair while a woman uses a small applicator to apply makeup to his forehead and cheek."
3034_IDES_OF_MARCH/segment_0007.mp4,57,B,The target scene shows the man handing a note to a blonde woman who enters his office. The context previously established her location and role as she was seen working at a laptop in the main office area when the man first arrived.
3034_IDES_OF_MARCH/segment_0005.mp4,58,C,"In the target scene, the man receives an instant message from ""Molly1991"" and looks over his shoulder to find a woman (identified in the earlier context as a staffer) sitting a few rows behind him, looking directly at him and smiling."
3032_HOW_DO_YOU_KNOW/segment_0004.mp4,59,C,"In the target scene, a list titled ""Announcement of the USA Softball Women's National Team"" is displayed on the computer screen. A blue star is visible next to the fourth entry, ""Cam Austin,"" and a legend at the bottom left of the window identifies this symbol as meaning ""New Player."" The context establishes that the woman was navigating to the ""lineup"" section of the ""USA Softball"" website."
3032_HOW_DO_YOU_KNOW/segment_0000.mp4,60,B,"In the target scene, the man runs up behind the woman and lifts her completely off the sidewalk, holding her around the waist while she is in the air."
3032_HOW_DO_YOU_KNOW/segment_0015.mp4,61,B,"The older man is shown sitting in a red armchair when the indoor scene begins in the context. In the target scene, after standing up and moving around, he is shown sitting back down into the same red armchair at the end of the video."
3032_HOW_DO_YOU_KNOW/segment_0018.mp4,62,C,"Following the phone call, the scene transitions to show the man and woman entering a room containing a hospital bed, medical equipment, and a patient holding a baby."
3032_HOW_DO_YOU_KNOW/segment_0009.mp4,63,D,"In the target scene, a large blue duffel bag is visible on the floor with ""USA"" printed in bold white letters. The earlier context establishes the woman's connection to this team through the posters of the USA National Team displayed in her apartment."
3032_HOW_DO_YOU_KNOW/segment_0006.mp4,64,B,"In the target scene, the woman is seen walking through the door into her apartment while carrying a large black bag on her left shoulder."
3032_HOW_DO_YOU_KNOW/segment_0019.mp4,65,C,"In the target scene, the man who was shown entering the room at the beginning is seen holding a silver camcorder and pointing it toward the woman in the bed. He then closes the small screen on the camera and walks out of the building."
3032_HOW_DO_YOU_KNOW/segment_0014.mp4,66,B,The man is shown picking up the blue backpack from the sidewalk and placing it inside the trunk of the black car before closing the lid.
3032_HOW_DO_YOU_KNOW/segment_0024.mp4,67,C,"At the end of the scene, a large white vehicle with a route number and destination display pulls into the frame and stops directly in front of the shelter where the characters are seated."
3032_HOW_DO_YOU_KNOW/segment_0002.mp4,68,B,"In the target scene, the man is shown sitting in a room and holding a white envelope in his hand while talking on a mobile phone. This item was previously handed to him in a bathroom during the context portion of the video."
3032_HOW_DO_YOU_KNOW/segment_0023.mp4,69,C,"In the final high-angle shot of the scene, the man in the dark suit is seen standing still on the sidewalk, positioned directly beneath the glass roof of a bus stop structure."
3032_HOW_DO_YOU_KNOW/segment_0013.mp4,70,,"**

The target scene shows the woman holding a glass containing a light orange liquid with a distinct orange slice garnish, which contrasts with the dark beer she was drinking earlier in the video."
3032_HOW_DO_YOU_KNOW/segment_0022.mp4,71,A,"In the target scene, a woman in a black dress reaches out and pulls the main character's left wrist toward her to inspect her silver watch. The group of three women then leans in to look at it together."
3032_HOW_DO_YOU_KNOW/segment_0008.mp4,72,C,"In the target scene, the woman is eating with a spoon from a red bowl; the context confirms this is cereal, as the man was previously shown pouring it from specific cereal boxes."
3032_HOW_DO_YOU_KNOW/segment_0001.mp4,73,A,"In the target scene, the woman returns to the apartment and approaches the blonde man sitting on a couch. The context established this man's residence by showing him in the same apartment, specifically highlighting his unusually organized closet of size-labeled sweatshirts."
3032_HOW_DO_YOU_KNOW/segment_0016.mp4,74,C,"In the target scene, the woman is shown standing inside a small compartment as doors slide together. The context establishes this location as an elevator by showing her press the call buttons on the wall before entering."
3032_HOW_DO_YOU_KNOW/segment_0007.mp4,75,B,The man in the white floral shirt is seen standing near a table with a red and white checkered tablecloth and various food items while holding a red plastic cup in his hand.
3032_HOW_DO_YOU_KNOW/segment_0017.mp4,76,B,"The woman is shown sitting in a high-backed seat with a blue headrest, positioned next to a large window where the outdoor scenery is moving past, which identifies the location as the interior of a bus."
3032_HOW_DO_YOU_KNOW/segment_0005.mp4,77,C,"In the target scene, the woman is seen wearing a blue short-sleeved shirt with buttons down the front as she takes a seat at a table in the restaurant."
1027_Les_Miserables/segment_0004.mp4,78,C,"At the very end of the video, two men wearing red suits and white beards are shown sitting on a wooden chest in the snow outside the building."
1027_Les_Miserables/segment_0010.mp4,79,B,"In the target scene, the man takes the prisoner into a secluded area and is shown using a knife to slice through the ropes binding the prisoner's neck and hands, allowing him to walk away."
1027_Les_Miserables/segment_0006.mp4,80,B,"As the carriage moves through the square in the target scene, a giant weathered elephant statue—the same one the boy was seen climbing out of in the context—is visible in the background on the left side of the screen."
1027_Les_Miserables/segment_0012.mp4,81,C,"The man is shown unpinning the medal from his own uniform and then carefully placing it onto the jacket of a small, motionless child lying on the ground."
1027_Les_Miserables/segment_0003.mp4,82,C,"As the man in the top hat lifts the woman to carry her, her head is tilted back, revealing that her hair is very short and appears to have been roughly cut, which follows the scene in the context where it was hacked off with a knife."
1027_Les_Miserables/segment_0014.mp4,83,C,"In the target scene, both the man in the striped suit and the woman in the red dress are shown being lifted and carried through the crowd toward the exit by several men wearing red and gold livery."
1027_Les_Miserables/segment_0002.mp4,84,C,"In the target scene, the woman is seen walking through a narrow, dark alley with wet, muddy ground. She appears destitute and is shown wrapping a shawl around herself as she walks."
1027_Les_Miserables/segment_0008.mp4,85,B,"In the target scene, the two men are shown aiming their pistols from the roof of the black carriage, which is covered in drapes and floral arrangements. The context established this vehicle as the centerpiece of the funeral procession."
1027_Les_Miserables/segment_0001.mp4,86,C,"In the target scene, the man is sitting in a large stone building holding the two silver candlesticks that were given to him as a gift by the man in white vestments in the previous scene."
1027_Les_Miserables/segment_0007.mp4,87,C,"As the girl opens the door and walks into the night, the man remains seated in the room, looking down at his lap or the floor with his hands near his face. He does not move to follow her or interact with any objects in the room during her exit."
1027_Les_Miserables/segment_0011.mp4,88,B,"The target scene shows the boy being hit by multiple gunshots while standing in the open street, causing him to collapse and remain motionless on the ground."
1027_Les_Miserables/segment_0005.mp4,89,C,"In the target scene, as the girl runs through the pillared walkway and is lifted by the man, she is clearly seen clutching the doll that was given to her earlier."
1005_Signs/segment_0004.mp4,90,B,"In the target scene, the man's hand is shown reaching for the center of the dashboard and rotating a circular knob on the radio unit, which features a digital display."
1005_Signs/segment_0021.mp4,91,B,"In the final part of the video, the man carries the child into a living area and gently lays him down on a sofa with a floral pattern."
1005_Signs/segment_0000.mp4,92,B,"In the target scene, the man is seen reaching out to touch and hold the boy's chin while looking closely at his face. The context provided earlier includes a framed family photo that helps identify this boy as the son the man was searching for."
1005_Signs/segment_0018.mp4,93,D,"In the target scene, the older man and the younger man are shown with their backs and shoulders pressed against the wooden door as they attempt to hold it shut against an external force. The children are seen nearby but are not involved in physically pushing the door."
1005_Signs/segment_0012.mp4,94,B,"In the target scene, the man from the earlier segment is shown sitting in the red chair, leaning his body forward to look closely at the television as the footage of the birthday party is shown."
1005_Signs/segment_0003.mp4,95,B,The young girl seen in her bedroom during the night sequences is later shown sitting on a couch in the living room watching a cartoon on the television.
1005_Signs/segment_0020.mp4,96,C,"In the target scene, as the man walks through the basement area, a basketball and a soccer ball are clearly visible resting on the top shelf of the storage unit."
1005_Signs/segment_0019.mp4,97,C,"The target scene shows the man shoving large yellow and green bags into the opening; the bags are labeled ""JOY Special Meal"" and feature an illustration of a dog, identifying them as dog food."
1005_Signs/segment_0014.mp4,98,B,"In the target scene, the man is shown descending the outdoor stairs with a bare head, whereas he was previously seen sitting on the couch wearing a distinct pointed hat made of silver foil."
1005_Signs/segment_0024.mp4,99,B,"In the target scene, the man is shown putting on a black jacket in a bedroom. On the wall to his right, a cluster of framed photographs is clearly visible. These specific photographs and their arrangement on the wall were established earlier in the context portion of the video when the camera panned across the room's decor."
1005_Signs/segment_0002.mp4,100,B,"The video shows a close-up of the young girl at night, who is the same child seen earlier sitting inside a wooden play structure. She is then visible standing in the doorway as the man gets out of bed."
1005_Signs/segment_0023.mp4,101,C,"The target scene shows a close-up of the wooden baseball bat lying on the floor, where it has snapped into two distinct pieces at the handle."
1005_Signs/segment_0022.mp4,102,B,"In the target scene, as the camera pans across the house, the large black television is clearly visible sitting on a wooden stand in the middle of the living room floor."
1005_Signs/segment_0016.mp4,103,B,"The man in the light blue sweatshirt, identified from the earlier dinner scene, opens a door under the stairs in the target scene and observes a television screen that is displaying a circular test pattern."
1005_Signs/segment_0011.mp4,104,A,"In the target scene, when the man looks into the room through the window, the interior is shown in disarray, with multiple wooden chairs knocked over and a desk lamp lying on its side on the floor."
1005_Signs/segment_0017.mp4,105,C,"The context shows the characters hammering wooden boards over the openings of the house to secure it. In the target scene, a window is shown completely covered by several of these wooden planks."
1005_Signs/segment_0005.mp4,106,B,"In the target scene, the boy and girl are seated at a table with a red-and-white checkered tablecloth inside a restaurant as the man in the grey jacket walks in to meet them."
3009_BATTLE_LOS_ANGELES/segment_0004.mp4,107,C,"At 01:45, a soldier in the squad is clearly seen holding and looking at an unfolded paper map while standing in the dense fog."
3009_BATTLE_LOS_ANGELES/segment_0021.mp4,108,B,"In the target scene at approximately 01:51, a small robotic creature with multiple legs is visible crawling over the ruins in front of a crashed car and a helicopter. This movement occurs in the aftermath of the main structure's destruction shown in the context portion of the video."
3009_BATTLE_LOS_ANGELES/segment_0015.mp4,109,B,"In the target scene, a group of marines is shown kneeling and gathered around the man as he lies on the stretcher, which has been placed on the hangar floor."
3009_BATTLE_LOS_ANGELES/segment_0018.mp4,110,B,"In the target scene, the cabin of the helicopter lurches and vibrates intensely, forcing the passengers to hold onto the overhead rails as amber warning lights flash rapidly."
3009_BATTLE_LOS_ANGELES/segment_0010.mp4,111,B,"In the final moments of the target scene, a massive orange flame erupts and washes over the front windshield and side of the bus that the characters are inside. Using the context, it is clear that this is the same vehicle the soldiers and civilians have been using to evacuate."
3009_BATTLE_LOS_ANGELES/segment_0006.mp4,112,B,"In the target scene, when the arriving soldiers are viewed through the rifle scope and then seen kneeling in the street, one of them is clearly wearing a white bandage around his forehead. This matches the appearance of the injured soldier who was shown being assisted through the rubble in the earlier street sequence."
3009_BATTLE_LOS_ANGELES/segment_0012.mp4,113,B,"In the target scene, the man in the white shirt is shown being physically assisted by a soldier to scale a wall of stacked grey concrete blocks."
3009_BATTLE_LOS_ANGELES/segment_0020.mp4,114,C,"The red laser dot is clearly visible in multiple shots toward the end of the clip, where it is aimed directly at the tall, complex mechanical alien structure that towers over the surrounding ruins in the background."
3009_BATTLE_LOS_ANGELES/segment_0014.mp4,115,B,"In the target scene, a soldier takes a crinkly, shiny silver sheet and spreads it over the man who was being treated for a wound in the previous scene."
3009_BATTLE_LOS_ANGELES/segment_0013.mp4,116,B,"The context shows an orange and white bus being destroyed by a massive explosion. In the target scene, a soldier walks into the charred skeletal remains of that bus and observes blackened, charred remains lying on the floor among the debris."
3009_BATTLE_LOS_ANGELES/segment_0022.mp4,117,C,"In the target scene, a soldier is seen picking up a handful of bullets from a pile on the table, and another soldier is shown handing a grenade to a teammate."
3009_BATTLE_LOS_ANGELES/segment_0016.mp4,118,B,"In the target scene, the boy runs away from the woman and directly into the arms of a soldier, who holds him in a close hug while the boy cries."
3009_BATTLE_LOS_ANGELES/segment_0007.mp4,119,C,"After the helicopter departs from the police station, a huge fireball erupts in the air, and a soldier on the ground is shown protecting a child as debris from the explosion falls onto the street."
3009_BATTLE_LOS_ANGELES/segment_0017.mp4,120,B,"The soldier with glasses, previously shown in the underground shelter, appears again in the target scene looking around in a dark, outdoor environment filled with fires and debris."
1026_Legion/segment_0004.mp4,121,B,The target scene shows several people carrying the injured man in the suit out of the diner and loading him into the back seat of a black SUV before driving away.
1026_Legion/segment_0000.mp4,122,C,"In the target scene, the man is shown putting on and wearing a long, light-colored overcoat as he loads magazines and gathers several rifles from the storage room racks."
1026_Legion/segment_0015.mp4,123,B,"After the vehicle drives away from the diner, the man looks at his forearm, which is covered in black, script-like markings identical to those seen on the chest and neck of the winged man earlier in the clip."
1026_Legion/segment_0009.mp4,124,B,"As the door is pulled open, a hand grips the edge of the door, and a small red pom-pom is clearly visible on the person's blue sleeve. This matches the specific clothing seen earlier in the video on the man sitting on the roof."
1026_Legion/segment_0006.mp4,125,C,"The man in the uniform stands in front of the truck's lights and his mouth stretches open to an impossible size, while his limbs grow long and thin as he transforms."
1026_Legion/segment_0012.mp4,126,B,"At 02:15, the child is shown sitting on the kitchen floor and staring at his hands, which are visibly covered in blood."
1026_Legion/segment_0002.mp4,127,D,The man in the workshop is shown hammering and adjusting the wooden slats of the same frame that was previously seen being carried across the yard.
1026_Legion/segment_0013.mp4,128,C,"In the target scene, the man in the tan jacket is shown catching a white bundle that was dropped by the woman with dark eyes after she was shot. The context establishes that this bundle contains the newborn baby that was wrapped in white cloth shortly after its birth."
1026_Legion/segment_0008.mp4,129,B,"The man is shown walking over to the seated woman and placing a blue can on the counter, which she then picks up and drinks from."
1026_Legion/segment_0001.mp4,130,C,"In the target scene, when the woman steps out of the trailer and later sits on the swing, her distended abdomen is clearly visible beneath her clothing and red wrap, indicating she is pregnant."
1026_Legion/segment_0016.mp4,131,B,"In the target scene, the blonde woman is shown holding a crying infant wrapped in a white knit blanket while standing on the rocks and facing the winged attacker."
1026_Legion/segment_0017.mp4,132,C,"The target scene includes a shot from the rear of the car's interior showing several firearms propped up behind the driver and passenger, whereas earlier on the cliff, the couple had no such weapons."
1026_Legion/segment_0005.mp4,133,B,"In the target scene, the man in the trench coat opens the trunk of the police car to reveal various automatic rifles and belts of ammunition, which he then begins distributing to the others."
3074_THE_ROOMMATE/segment_0004.mp4,134,B,"In the context, the woman is seen in a classroom setting with a red zippered case on her desk, which she opens to check her phone. In the target scene, she approaches a man in the library and places that same red zippered case on the table. Although she also places a coffee cup on the table, that item was not shown during the earlier classroom scene."
3074_THE_ROOMMATE/segment_0000.mp4,135,B,"In the target scene, the woman is shown standing by a wall covered in various drawings and photos, actively using her hand to pin a new sketch of a person's face onto the bulletin board."
3074_THE_ROOMMATE/segment_0015.mp4,136,B,"The handwritten note visible in the target scene explicitly states, ""I'm at the Roswell Hotel, Room 210."" Context from earlier in the video establishes that the door where this note is delivered is labeled with the number ""316."""
3074_THE_ROOMMATE/segment_0018.mp4,137,C,"The woman in the white shirt reaches down to the neck of the woman lying on the floor, grabs a thin chain, and pulls it until it comes off. She is then shown holding the necklace in her hand and looking at it."
3074_THE_ROOMMATE/segment_0009.mp4,138,B,"In the target scene, the woman with long brown hair is shown working in a coffee shop wearing a white apron with a circular logo over her black and white striped shirt. This contrasts with the context, where she is seen wearing a grey blazer over the same striped shirt while in a classroom."
3074_THE_ROOMMATE/segment_0012.mp4,139,B,"In the target scene, the brunette woman (who was shown sweaty and returning from a run in the context) opens a desk drawer and discovers a brown spiral-bound sketchbook, followed by a yellow medicine bottle with a white cap."
3074_THE_ROOMMATE/segment_0002.mp4,140,D,"In the target scene, a close-up shows a gold teardrop-shaped pendant necklace on the blonde woman's chest as she apologizes, saying she was ""just trying it on."" This same necklace was previously worn by the woman with the ponytail during the context."
3074_THE_ROOMMATE/segment_0013.mp4,141,B,"The woman is shown approaching a silver wall panel labeled ""Electronic Directory"" and pressing buttons on its keypad, while the display screen on the device indicates that it is ""Dialing...""."
3074_THE_ROOMMATE/segment_0016.mp4,142,B,"The target scene features a clear close-up of a teardrop-shaped pendant hanging from the woman's neck as she leans over the man in bed, which matches the jewelry she was shown putting on during her preparations in the context part of the clip."
3074_THE_ROOMMATE/segment_0007.mp4,143,B,"In the target scene, a woman wearing a white T-shirt is seen standing in the hallway holding the small black cat before handing it over to another woman. The context earlier established this cat as a pet belonging to the room."
3074_THE_ROOMMATE/segment_0017.mp4,144,C,"As the woman in the white shirt attempts to flee through the room's main door, a small white plaque is visible beneath the room number; the context provides a clear view of this same door earlier, revealing the inscription ""ENTRÉE DES ARTISTES."""
3074_THE_ROOMMATE/segment_0005.mp4,145,C,"The target scene opens with a close-up of a black sleeve that is visibly saturated, with clear water droplets falling from it onto the ground."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0004.mp4,146,C,"In the target scene, the long-haired survivor stumbles into the tavern, gasps out that a witch killed his companions, and then suddenly chokes and violently explodes, showering the tavern patrons in blood."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0000.mp4,147,B,"In the target scene, the witch is seen forcing a bright blue sugary candy block into the boy's mouth (around 01:33), and he is later shown holding and eating this same blue candy inside his cage (around 01:44). This candy matches the colorful sweets from the house's exterior shown in the context."
