file,row_index,correct_answer,rationale
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0001.mp4,14,D,"After the children shove the witch into the oven and lock the door, the live-action scene transitions through fire into an animated sequence. This sequence uses stylized drawings, newspaper clippings, and wanted posters to visually represent their career and various encounters with witches over time."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0016.mp4,15,C,"In the final sequence of the clip, a woman is shown cranking a Gatling-style gun directed at the gathering. Subsequent shots depict the witches being repeatedly hit and falling as blood sprays amidst the chaos of the clearing."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0007.mp4,16,C,"At approximately the 1:11 mark, the witch is shown flying rapidly through the woods before slamming directly into a tree trunk, which immediately knocks her out of the air and onto the forest floor."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0011.mp4,17,B,"The woman is shown cleaning the man's shoulder with a cloth; after she undresses and enters the pool, the final portion of the clip shows the two of them together in the water sharing a kiss."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0032.mp4,18,B,"The clip shows a fleshy form rising from the bubbling cauldron after the ritual; it eventually transforms and solidifies into a tall, pale man who then examines his new physical form."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0004.mp4,19,B,"The video depicts a large carriage pulled by several winged horses flying through the sky toward the castle, followed by a scene where a large wooden ship with a mast rises out of the lake."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0033.mp4,20,B,"After the pale man presses his wand into the mark on the other man's forearm, the camera shows dark clouds in the sky forming a large skull, which then releases trails of black smoke that descend and transform into robed figures."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0000.mp4,21,D,"At 01:29, the elderly man sees a light turn on in the distant mansion. He is then shown grabbing a set of keys at 01:37 and walking through the dark grounds with a flashlight (starting at 01:38) until he reaches the mansion's entrance."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0015.mp4,22,C,"The video shows the boy catching a flying broomstick, using it to fly out of the arena, and the dragon breaking its restraint to chase him across the landscape and around a castle."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0010.mp4,23,C,"At approximately 01:48 in the video, a close-up shot of the glowing stone basin shows a piece of paper floating in the liquid with the name ""Harry Potter"" clearly written on it."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0031.mp4,24,A,"At the 01:11 mark, both boys touch the trophy, which triggers a sequence of flashing lights and motion that ends with them landing on the ground in a graveyard filled with tombstones at 01:14."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0006.mp4,25,C,"Dumbledore uses his wand to transform the ornate casing, which retracts to reveal a large wooden cup; shortly after, blue flames burst out from within the cup."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0003.mp4,26,D,"At the end of the clip, a man is shown pointing his wand at the night sky and reciting an incantation, which results in the immediate appearance of a large, glowing green skull with a snake emerging from its mouth."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0037.mp4,27,C,The concluding shots of the video feature a large ship sailing away on the lake and multiple carriages being pulled through the sky by winged animals.
1051_Harry_Potter_and_the_goblet_of_fire/segment_0020.mp4,28,C,"The clip shows various pairs of guests entering the hall and walking through the crowd, followed by multiple shots of those same guests dancing together in the center of the room. Individuals such as Harry, Hermione, Dumbledore, and others are clearly seen performing coordinated dance movements with their partners."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0019.mp4,29,C,"The clip transitions from daily school life to scenes of students putting on formal dress robes and arriving at a large, decorated hall in pairs for a dance."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0024.mp4,30,B,"In the final part of the clip, the boy arrives at an underwater structure where four people in dark robes are seen floating vertically and motionless in the water."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0002.mp4,31,B,The video shows the group navigating a crowded campsite and entering a tent that is much larger inside than outside. They then move to a massive stadium where green fireworks form a dancing figure (a leprechaun) and a giant animated mural on the stadium interior displays a player's face and movements.
1051_Harry_Potter_and_the_goblet_of_fire/segment_0025.mp4,32,B,"The video shows a rescuer in a yellow and black shirt using a wand to release a girl (0:22), followed by a rescuer with a shark's head biting through a rope to free another captive (0:48), while the rescuer in the red tank top is physically blocked and threatened by mermaids when he attempts to rescue a second person (0:38)."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0028.mp4,33,C,"Towards the end of the clip, a man is shown standing next to a large cannon on a wooden structure. He pulls a lever, causing the cannon to fire a loud blast with a cloud of smoke, signaling the start of the task."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0027.mp4,34,B,"At approximately 01:19, Harry’s face enters the liquid in the basin, and he is immediately shown falling through a dark, vertical tunnel. This transition ends with him landing in a large, stone room filled with many people sitting in rows."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0013.mp4,35,A,"The clip shows the man with the mechanical eye pointing his wand at the blond student, who instantly becomes a white ferret; later, a woman in a black robe uses her wand to change the ferret back into the student."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0022.mp4,36,C,"At approximately 01:40, the boy is shown entering a large, sunken bath filled with bubbles and foam while holding a golden egg. He then sits in the water and places the egg on the edge of the tub."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0008.mp4,37,B,"After jumping into the circle and dropping their names into the goblet, the blue flames erupt and blast the two students across the floor. When they sit up, they both have long white hair and beards."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0035.mp4,38,C,"At the end of the clip, after the man with the mechanical eye is restrained, the large trunk is shown mechanically clicking and unfolding multiple times, with each layer expanding further down to reveal a deep, nested compartment."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0001.mp4,39,B,"The clip shows the characters touching the boot on the count of three, being pulled into a spinning tunnel of light and clouds, and then falling onto a grassy field in a different area."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0016.mp4,40,B,"At the end of the chase, the boy on the broomstick flies through a narrow stone archway of a bridge. The dragon attempts to follow but is too large, crashing into the masonry and causing a large section of the bridge to collapse, which allows the boy to fly away alone."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0011.mp4,41,A,"The clip begins with a tense verbal exchange between Harry and Ron in their dormitory. Next, a woman in green (Rita Skeeter) pulls Harry into a small broom cupboard/storage room for an interview with a magical quill. Later, Harry is shown in a stone tower where a black owl delivers a letter to him, and the clip ends with him reading a newspaper titled ""The Daily Prophet"" that features moving images of himself."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0017.mp4,42,B,"At the 00:23 mark, the boy twists the top of the golden egg, which immediately releases a harsh, loud screeching sound, causing everyone in the room to react by covering their ears."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0005.mp4,43,A,"The clip shows the arrival of a large ship from underwater, followed by the entrance of a group of women in blue who release magical butterflies and a group of men in brown who perform a routine with staffs and acrobatics."
3015_CHARLIE_ST_CLOUD/segment_0004.mp4,44,A,"The clip sequentially shows the man playing catch with a young boy in the woods, wading into a lake to recover a crashed remote-controlled plane, and finally sitting across from an older man in a cafe."
3015_CHARLIE_ST_CLOUD/segment_0018.mp4,45,A,"The video begins with the man in a dark room, follows him as he meets and sits with a boy in the forest, and concludes with him running through a sunlit area of the forest to meet a woman."
3015_CHARLIE_ST_CLOUD/segment_0010.mp4,46,C,"After the scene transitions from night to day, the man wakes up alone and later walks to a wooden building where he discovers and removes a yellow note that has a drawing of a sailboat and the words ""Come find me"" written on it."
3015_CHARLIE_ST_CLOUD/segment_0006.mp4,47,B,The man is shown pulling on the boat's lines until a woman emerges from the cabin; they then engage in a conversation that concludes with them examining documents together.
3015_CHARLIE_ST_CLOUD/segment_0012.mp4,48,C,"Following the scenes of the woman searching for someone in town and the man hearing news in the diner, the video shows the man walking through a cemetery. At the end of the clip, he finds the woman sitting on the ground next to a headstone."
3015_CHARLIE_ST_CLOUD/segment_0014.mp4,49,C,"The young man is shown discovering a locket and a note that says ""Come Find Me"" among papers on the floor, and the subsequent scenes show him and another person navigating a motorboat through ocean waves."
3015_CHARLIE_ST_CLOUD/segment_0002.mp4,50,B,"At 0:08, the young man walks away from the funeral group, begins running through the cemetery at 0:11, and continues through the forest until he encounters a young boy in a red jacket at 1:10."
3015_CHARLIE_ST_CLOUD/segment_0013.mp4,51,B,"Following the news of the death, the man is shown breaking down in tears at a cemetery, then throwing papers and objects off a desk in a workshop before he is seen sitting in a forest talking to a young boy."
3015_CHARLIE_ST_CLOUD/segment_0001.mp4,52,B,The video shows two brothers driving before their car is hit and flips over. This is followed by scenes of paramedics treating them at the crash site and then a funeral service featuring a white casket.
3015_CHARLIE_ST_CLOUD/segment_0016.mp4,53,C,"The man is shown climbing out of the water, approaching a motionless woman in a red jacket, removing that jacket, and then lying down to hold her close to his body on the cave floor."
3015_CHARLIE_ST_CLOUD/segment_0011.mp4,54,C,"Following the loud noise at the 0:29 mark, the man reacts with urgency and is seen running off the pier and through a dense forest while calling out a name."
3015_CHARLIE_ST_CLOUD/segment_0017.mp4,55,B,"The clip begins with the man being transported with a facial injury, followed by him waking up and drinking in a hospital bed. Later, the woman watches a sailboat approach her dock, and the man—now appearing healthy—is on the boat and greets her."
3015_CHARLIE_ST_CLOUD/segment_0005.mp4,56,B,"In the clip, the man is seen reading a ""Pacific Yachting"" magazine with the woman on the cover (0:36), and he is later shown sketching boat-related designs in a workshop (0:55) and drawing the sailboat itself at the harbor at night (1:26)."
3034_IDES_OF_MARCH/segment_0004.mp4,57,C,"The video follows the character from the front of an airport (00:00), to the interior of a private jet (00:13), to a stage where he delivers a public speech (00:39), and concludes with him sitting in a circle of chairs with two other men in a large, mostly empty room (01:44)."
3034_IDES_OF_MARCH/segment_0000.mp4,58,D,"After the debate ends and the staff are shown backstage, the clip transitions to a new setting (starting around 01:44) where Ryan Gosling and Philip Seymour Hoffman's characters are seated at a table in a bar or restaurant, speaking with a woman (Marisa Tomei) about the upcoming election date."
3034_IDES_OF_MARCH/segment_0018.mp4,59,B,"The man is shown leaving a hallway, walking through a dark corridor, and entering a large empty arena. He is then fitted with a communication earpiece by a technician and sits in a director's chair while staring directly into a camera lens."
3034_IDES_OF_MARCH/segment_0010.mp4,60,B,"The woman is shown receiving two pill bottles from a nurse in a clinical setting and is later seen standing outside a building with a prominent sign that reads ""Oakley Women's Clinic of Cincinnati."""
3034_IDES_OF_MARCH/segment_0006.mp4,61,C,"At the end of the clip, the man is shown walking alone down a city sidewalk. He has transitioned from being in bed to wearing professional attire, including a dark coat, suit, and tie."
3034_IDES_OF_MARCH/segment_0012.mp4,62,C,"The clip shows the man entering a room where a woman is seen lying still on the carpet next to a bed, while another man is sitting on the bed using a telephone."
3034_IDES_OF_MARCH/segment_0003.mp4,63,B,The clip transitions from the man and woman talking at a bar to a scene in a hotel room where both are present and putting on their clothes.
3034_IDES_OF_MARCH/segment_0019.mp4,64,B,"Throughout the majority of the clip, the man keeps his eyes cast downward or slightly to the side; however, in the final seconds, he raises his eyes to look directly into the camera lens."
3034_IDES_OF_MARCH/segment_0014.mp4,65,A,"The clip begins with the two men at a crowded press conference. It then follows the younger man as he walks through a bar and into a darkened kitchen filled with industrial cooking equipment, where he finds the older man waiting to speak with him."
3034_IDES_OF_MARCH/segment_0002.mp4,66,B,"Toward the end of the scene in the bar, the man on the right is seen standing up from his stool and walking away, leaving the other man sitting alone at the counter."
3034_IDES_OF_MARCH/segment_0013.mp4,67,B,"The clip begins with a man listening to a voicemail, transitions to a news report about a death in a hotel room at 0:29, shows a meeting on a park bench starting at 0:52, and concludes with a press conference at 1:37."
3034_IDES_OF_MARCH/segment_0008.mp4,68,A,"The clip shows the man entering ""Stock Yards Bank & Trust,"" then walking on a city sidewalk while talking on a mobile phone, encountering a woman on a dark staircase in a dilapidated building, and finally sitting in his car when he receives a call from ""Ida."""
3034_IDES_OF_MARCH/segment_0016.mp4,69,C,"The video transitions from a news report to a scene featuring hearses outside a church, followed by interior shots of a large congregation gathered around a casket while a man delivers a emotional eulogy."
3034_IDES_OF_MARCH/segment_0007.mp4,70,C,"At approximately 01:46 in the clip, a close-up shot shows the handwritten note on a ""MORRIS"" branded notepad, which clearly reads, ""Meet me in the stairwell at noon."""
3034_IDES_OF_MARCH/segment_0017.mp4,71,A,"The man is first seen standing in the audience during the governor's speech; he then moves to a ""staff only"" room where he puts on a jacket and talks to a staffer, and finally, he is shown walking outdoors and into a building where he meets a woman leaning against a hallway wall."
3034_IDES_OF_MARCH/segment_0005.mp4,72,C,"At the end of the video, the laptop screen is shown receiving a message from ""Molly1991"" with a flirtatious suggestion. The man then turns around and makes eye contact with the blonde woman sitting behind him, who smiles back at him."
3032_HOW_DO_YOU_KNOW/segment_0004.mp4,73,B,"The clip shows the woman navigating to the ""Announcement of the USA Softball Women's National Team"" on a website and scrolling through the final list of eighteen names, where her name is absent."
3032_HOW_DO_YOU_KNOW/segment_0000.mp4,74,B,"At approximately 1:30 in the clip, after the woman in the red dress walks away from the group, the man is seen running to catch up with her in the alley. By 1:38, he reaches her and picks her up, lifting her into the air as they continue their interaction."
3032_HOW_DO_YOU_KNOW/segment_0015.mp4,75,C,"Following the park bench scene, the man is shown standing in an elevator. He then walks into a room where he engages in a conversation with an older man and sits on a sofa."
3032_HOW_DO_YOU_KNOW/segment_0018.mp4,76,C,"After answering the phone in his apartment, the man tells the woman, ""She had the baby."" The clip then shows them arriving together at a hospital room where a woman is holding a newborn."
3032_HOW_DO_YOU_KNOW/segment_0009.mp4,77,B,"The woman is shown cleaning her kitchen, answering calls from the man, packing bags in her bedroom while talking to a friend, hugging the friend, and finally arriving at the man's apartment door with her luggage."
3032_HOW_DO_YOU_KNOW/segment_0006.mp4,78,B,"The clip begins with the blonde woman eating at a restaurant with a man, followed by a scene of them walking together on a sidewalk. It concludes with her walking up a staircase and entering an apartment where she finds a woman sitting at a table surrounded by several bouquets of flowers and numerous handwritten notes."
3032_HOW_DO_YOU_KNOW/segment_0012.mp4,79,C,"After the man leaves the room, the woman walks to a window and looks down at the street where she sees the man running through traffic while holding a bag."
3032_HOW_DO_YOU_KNOW/segment_0003.mp4,80,B,"In the final seconds of the clip, the man is shown talking on his phone as he approaches a staircase. As he attempts to walk down, he loses his balance and tumbles down the stairs."
3032_HOW_DO_YOU_KNOW/segment_0020.mp4,81,C,"The clip shows the woman boarding a bus, which moves a short distance before stopping. She then exits the bus, meets back up with the man at the stop, and eventually boards a different bus that pulls up later."
3032_HOW_DO_YOU_KNOW/segment_0019.mp4,82,B,"The clip clearly shows the couple entering the hospital room where a woman is holding a baby, followed by an older man entering with gifts, and ends with the couple walking out through the hospital's revolving doors."
3032_HOW_DO_YOU_KNOW/segment_0014.mp4,83,B,"At the end of the clip, after the man hails a taxi, he is clearly seen opening the vehicle's trunk and placing several of the woman's bags inside before closing the lid."
3032_HOW_DO_YOU_KNOW/segment_0024.mp4,84,C,"In the final seconds of the clip, a large white bus is shown pulling into the frame and stopping at the bus stop where the man and woman are sitting."
3032_HOW_DO_YOU_KNOW/segment_0002.mp4,85,C,"George is shown walking through city streets looking troubled, at one point putting his hands on his head, and then using his cell phone to make a call. This sequence of events is shown after he reads the letter with his father in the office."
3032_HOW_DO_YOU_KNOW/segment_0023.mp4,86,B,The video repeatedly cuts between Lisa and Matty embracing in a room and George standing by himself at a bus stop on a city street.
3032_HOW_DO_YOU_KNOW/segment_0013.mp4,87,B,"The man is shown at a kitchen bar pouring Maker's Mark whiskey and adding drops from a small bottle (bitters) into a glass, which he then stirs vigorously with a long metal rod before bringing the finished, garnished drinks to the woman on the couch. While the woman is seen drinking a dark beer, the man is specifically shown preparing the cocktails through this sequence of pouring and stirring."
3032_HOW_DO_YOU_KNOW/segment_0022.mp4,88,B,"The camera provides a clear close-up of the woman's hand holding a yellow container labeled ""Play-Doh"" after she finishes unwrapping the colorful paper."
3032_HOW_DO_YOU_KNOW/segment_0001.mp4,89,C,"In the bathroom, the woman opens a drawer filled with many identical, individually packaged toothbrushes, and in the closet, the man shows her a large stack of identical pink and white hoodies organized by size labels."
3032_HOW_DO_YOU_KNOW/segment_0016.mp4,90,B,"The woman is shown picking up two black bags from the floor, walking out through the apartment doors, and eventually standing inside an elevator as the doors close."
3032_HOW_DO_YOU_KNOW/segment_0011.mp4,91,C,"After the conversation at 00:48, the woman is seen packing items into a bag at 01:00. She then leaves the apartment with multiple bags at 01:08 and is eventually joined by the man in the black suit outside the building entrance at 01:43, where they walk away together at the end of the clip."
3032_HOW_DO_YOU_KNOW/segment_0017.mp4,92,C,"At the beginning of the clip, an older man tells the younger man in the plaid shirt to ""get away"" and ""cut me off."" The clip concludes with the younger man sitting at a laptop, typing an email addressed to ""Dear Dad"" that discusses not contacting him until things are clearer."
3032_HOW_DO_YOU_KNOW/segment_0005.mp4,93,B,"The video shows the woman walking to a table where a man is sitting alone, exchanging names with him, and taking a seat to look at a menu."
1027_Les_Miserables/segment_0000.mp4,94,C,"Between 1:15 and 1:40, the man is seen crouching next to a large wooden mast, struggling to lift it, and then successfully carrying the massive object on his shoulders for several paces before dropping it."
1027_Les_Miserables/segment_0015.mp4,95,B,"The clip depicts a man in a chair slumping over and closing his eyes as a young man and woman cry and embrace beside him, and it concludes with a large ensemble of people singing and waving flags on a massive wooden barricade."
1027_Les_Miserables/segment_0010.mp4,96,B,"In the final segment of the clip, the man in the uniform leads the captive into an alley, draws a knife to cut the ropes binding the captive's hands, and tells him to leave, which the captive then does."
1027_Les_Miserables/segment_0009.mp4,97,C,"At approximately 01:52, a young man is shown holding a flaming torch directly over an open barrel of gunpowder. This action causes the soldiers to stop their advance, shout ""Back!"", and retreat from the barricade to avoid an explosion."
1027_Les_Miserables/segment_0006.mp4,98,B,"At approximately 01:11, the clip displays a text overlay that explicitly says ""NINE YEARS LATER 1832 PARIS,"" which marks a significant jump in the timeline and a change in the setting."
1027_Les_Miserables/segment_0012.mp4,99,B,"Starting at 01:34, the man is shown unpinning a silver star-shaped medal from his own chest and, at 01:39, he carefully pins it onto the clothing of the deceased child."
1027_Les_Miserables/segment_0003.mp4,100,B,"Early in the clip, a man is shown using a blade to cut off the woman's long hair, followed by another man using a metal tool to pull out her teeth while others hold her down."
1027_Les_Miserables/segment_0014.mp4,101,C,"Starting around 01:37, the couple in the eccentric clothing is lifted off the ground by multiple men in livery and carried out of the party hall while they continue to shout and gesture."
1027_Les_Miserables/segment_0013.mp4,102,B,"After allowing the other man to pass, the uniformed man is shown standing on the edge of a high bridge before falling into the turbulent water."
1027_Les_Miserables/segment_0008.mp4,103,C,The video shows a solemn procession that escalates into violence as men draw pistols and exchange fire with mounted soldiers. The clip concludes with the crowd actively throwing furniture and crates into the street to build a large barricade.
1027_Les_Miserables/segment_0007.mp4,104,B,"In the scene occurring between 00:34 and 00:45, the two characters are shown staring intently at one another from across the street. The woman repeatedly looks back over her shoulder at the young man as she is guided away through the crowd by an older man, and no verbal or physical contact occurs between them."
1027_Les_Miserables/segment_0011.mp4,105,B,"The video shows the boy being shot while out on the barricade debris at 1:30, and the clip then transitions into an intense sequence of gunfire and cannon fire from both sides starting around 1:49."
1027_Les_Miserables/segment_0005.mp4,106,B,"After the carriage is intercepted, the man is shown running with the girl through a building with many columns and finally hoisting her up to climb over a stone wall to escape the rider."
1005_Signs/segment_0004.mp4,107,B,"After the scene with the news report and the officer leaving, the clip shows the man driving a car with the two children as passengers, followed by overhead and street-level shots of a town."
1005_Signs/segment_0021.mp4,108,B,"The video shows the man picking up a medical device near the boy in the basement, then carrying the boy up the stairs, through the house, and placing him on a couch in the living room."
1005_Signs/segment_0000.mp4,109,B,"The video shows the two men frantically running into a large field of tall corn, where they eventually encounter a young girl in a white dress and then a young boy."
1005_Signs/segment_0015.mp4,110,B,"The clip shows the family watching a news broadcast that highlights ""the appearance of lights"" over various global cities. Immediately following this, the characters are seen listening and reacting to loud, rhythmic thumping sounds on the house and the clanging of wind chimes and bells on the porch."
1005_Signs/segment_0018.mp4,111,B,"After hearing banging at the front door and seeing fingers poke underneath it, the family is shown running down stairs into a basement. The clip ends with the two men using their body weight to keep the basement door closed while an unseen entity pounds on it and reaches through a gap."
1005_Signs/segment_0010.mp4,112,C,"The clip shows the man entering a bedroom where a boy and a girl are sitting on a bed wearing pointed hats made of aluminum foil while reading a book titled ""Evidence of the Extraterrestrial."" One page shown clearly contains a hand-drawn illustration of an alien figure."
1005_Signs/segment_0006.mp4,113,D,"The clip shows the family sitting in the car listening to the noises on the monitor before exiting the vehicle. Once outside, the two men take turns holding the device as high as possible above the car's roof to receive the signal."
1005_Signs/segment_0012.mp4,114,D,"As the man watches the news broadcast of a children's birthday party, the home video footage captures a green, humanoid creature emerging from behind bushes and walking across a paved driveway. This visual reveal is the climactic moment that causes the man watching the television to react with shock."
1005_Signs/segment_0003.mp4,115,C,"The clip shows one man waking another to go outside, both men running around the exterior of the house in pursuit of the figure, and a subsequent daytime scene where a police car is parked outside and an officer is talking to a child inside."
1005_Signs/segment_0020.mp4,116,B,"At approximately 01:09, following the boy's hand relaxing and the cellar light going out, the clip cuts to a nighttime outdoor scene showing flashing lights from multiple emergency vehicles surrounding a pickup truck that has crashed into a tree."
1005_Signs/segment_0024.mp4,117,C,"Following the transition showing the snow-covered field, Graham enters the room and is clearly seen putting on a white clerical collar followed by a black suit jacket."
1005_Signs/segment_0002.mp4,118,C,The clip shows the man and officer running to the playground area where they find a young boy sitting next to a motionless dog that has a wooden stake stuck in its side with blood visible around the wound.
1005_Signs/segment_0023.mp4,119,B,"During the sequence where the man strikes the creature and the glasses of water, the liquid is shown splashing onto the creature's skin, resulting in visible wounds and the creature reacting as if in pain from being burned."
1005_Signs/segment_0013.mp4,120,B,"At approximately 1:42 in the clip, the man is shown kneeling on the floor and sliding the flat blade of the knife through the narrow opening between the bottom of the pantry door and the floor."
1005_Signs/segment_0022.mp4,121,B,"As the man positions the television, the reflection on the screen shows a silhouette of a figure holding a child (00:25), which the men then turn to see directly standing in the room (00:35). Subsequent shots show the figure clearly holding a young boy in its arms (00:42)."
1005_Signs/segment_0001.mp4,122,C,"Starting at the 0:20 mark, the camera pulls back into an aerial shot, revealing that the flattened corn stalks form a massive and complex geometric pattern made of several connected circles."
1005_Signs/segment_0016.mp4,123,B,"The clip shows the family members crying and sharing a group hug at the dining table. Following this, they are alerted by static from a baby monitor, and a man is subsequently shown hammering wooden boards over a doorway."
1005_Signs/segment_0011.mp4,124,B,"At 01:23, the man knocks on a door marked ""Office Entrance"". When no one answers, he walks along the porch and looks through a window at 01:45, where a room with a knocked-over chair and papers on the floor is clearly visible."
3009_BATTLE_LOS_ANGELES/segment_0004.mp4,125,C,The clip begins with soldiers at an airbase where helicopters are taking off and explosions are visible. It then transitions to the soldiers moving through chaotic city streets with civilians and finally shows them cautiously patrolling a residential area obscured by thick white smoke.
3009_BATTLE_LOS_ANGELES/segment_0021.mp4,126,B,"At approximately 1:18, a Marine is shown firing a shoulder-mounted missile launcher; the missile is then seen hitting the large hovering craft, causing it to erupt in flames and fall to the ground in a series of explosions."
3009_BATTLE_LOS_ANGELES/segment_0000.mp4,127,C,"At approximately 0:41 in the video, the officer behind the desk is seen signing a line on a document. Immediately after, he closes the folder and pushes it across the desk toward the other man seated across from him."
3009_BATTLE_LOS_ANGELES/segment_0015.mp4,128,C,"After the soldiers finish counting down and realize the expected bombs did not drop, they move to the Santa Monica Airport F.O.B., which is shown in several wide shots to be heavily damaged, covered in smoke, and filled with burning wreckage."
3009_BATTLE_LOS_ANGELES/segment_0018.mp4,129,D,"At approximately 1:48, an alarm sounds and sparks fly in the cockpit, followed by the helicopter shaking violently and spinning as the passengers are tossed around inside."
3009_BATTLE_LOS_ANGELES/segment_0009.mp4,130,C,"Throughout the middle and end of the clip, the soldiers and a civilian woman are shown gathered around the alien body, cutting into its chest with a knife. They eventually locate a pulsing organ, which a soldier then stabs multiple times."
3009_BATTLE_LOS_ANGELES/segment_0003.mp4,131,B,"The clip depicts Marines boarding helicopters at a base, flying over a city filled with smoke and explosions, and then landing at a location identified as ""SANTA MONICA AIRPORT F.O.B. (FORWARD OPERATING BASE)."""
3009_BATTLE_LOS_ANGELES/segment_0020.mp4,132,C,"At the end of the clip, soldiers are seen taking cover in the rubble and using a specialized electronic device to project a visible red laser onto the large alien machine to ""paint"" the target."
3009_BATTLE_LOS_ANGELES/segment_0019.mp4,133,B,"The video shows the soldiers fast-roping down from a helicopter into a dark, fire-filled urban environment. Following this, the clip tracks the squad as they move on foot through war-torn areas under a bridge and into a dark, watery industrial tunnel."
3009_BATTLE_LOS_ANGELES/segment_0002.mp4,134,C,"After the briefing where an officer explains the objects are mechanical, the Marines are shown gearing up, watching news of the events, and finally running to board V-22 Osprey aircraft at an air station."
3009_BATTLE_LOS_ANGELES/segment_0013.mp4,135,B,"After the bus explodes, the video shows a soldier emerging from the dust, walking toward the flaming wreckage of the bus, and looking inside to see charred remains."
3009_BATTLE_LOS_ANGELES/segment_0022.mp4,136,B,"From approximately 0:52 to the end of the clip, the soldiers are shown focused on their gear, specifically picking up loose ammunition to refill their magazines and grabbing grenades from a table."
